""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comment"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"complete_signature_file"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"USP3"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"USP3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"USP32"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"USP32"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"USP36"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"USP36"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"VAMP1"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"VAMP1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"VIPR1"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"VIPR1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"VPS52"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"VPS52"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"WAS"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"WAS"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"WDFY2"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"WDFY2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"WDR37"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"WDR37"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"WDR59"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"WDR59"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"WDR73"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"WDR73"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"WHAMM"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"WHAMM"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"WWP2"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"WWP2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"XPO6"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"XPO6"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"YPEL2"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"YPEL2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ZBTB40"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"ZBTB40"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ZC3H12A"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"ZC3H12A"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ZC3H3"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"ZC3H3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"UNK"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"ZC3H5"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"TUT4"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"ZCCHC11"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ZDHHC1"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"ZDHHC1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ZDHHC8"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"ZDHHC8"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ZFHX3"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"ZFHX3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ZFP36"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"ZFP36"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ZFP36L2"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"ZFP36L2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ZMIZ1"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"ZMIZ1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ZMIZ2"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"ZMIZ2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ZMYND15"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"ZMYND15"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ZNF274"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"ZNF274"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ZNF275"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"ZNF275"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ZNF486"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"ZNF486"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ZNF493"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"ZNF493"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ZNF514"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"ZNF514"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ZNF526"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"ZNF526"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ZNF548"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"ZNF548"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
""	"20150724-hipciof_gene_25596819"	"2015.07.24"	"hipciof_gene_37"	"peripheral blood mononuclear cell"	"ZNF598"	"gene expression"	"down"	"responders, 2011-12season"	"7"	"Days"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"young adults (21-30)"	"25596819"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"1"	"263"	"ZNF598"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25596819_263.txt"	"hipciof_gene_complete_25596819_263.txt"
