""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subObsID"	"uniqObsID"	"response_agent_original"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"complete_signature_file"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"IGHV3-20"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"IGHV3-20"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"GOLGA8O"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"GOLGA8O"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"PIF1"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"PIF1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"SCAMP5"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"SCAMP5"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"HBA2"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"HBA2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"TNFRSF17"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"TNFRSF17"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"RFLNB"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"RFLNB"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"MYDGF"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"MYDGF"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"TPX2"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"TPX2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"TGM2"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"TGM2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"SDF2L1"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"SDF2L1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"IGLV3-21"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"IGLV3-21"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"IGLV3-19"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"IGLV3-19"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"IGLC2"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"IGLC2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"XBP1"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"XBP1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"B cell"	"CXCR3"	"gene expression"	"up"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"12"	"323"	"CXCR3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_323.txt"	"hipciof_gene_complete_25706537_323.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"natural killer cell"	"IGFBP7-AS1"	"gene expression"	"up"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"13"	"324"	"IGFBP7-AS1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_324.txt"	"hipciof_gene_complete_25706537_324.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"natural killer cell"	"FNDC9"	"gene expression"	"up"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"13"	"324"	"FNDC9"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_324.txt"	"hipciof_gene_complete_25706537_324.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"natural killer cell"	"DSE"	"gene expression"	"up"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"13"	"324"	"DSE"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_324.txt"	"hipciof_gene_complete_25706537_324.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"natural killer cell"	"TRGVB"	"gene expression"	"up"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"13"	"324"	"TRGVB"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_324.txt"	"hipciof_gene_complete_25706537_324.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"natural killer cell"	"BET1-AS1"	"gene expression"	"up"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"13"	"324"	"BET1-AS1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_324.txt"	"hipciof_gene_complete_25706537_324.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"natural killer cell"	"CALB1"	"gene expression"	"up"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"13"	"324"	"CALB1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_324.txt"	"hipciof_gene_complete_25706537_324.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"natural killer cell"	"LINC00707"	"gene expression"	"up"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"13"	"324"	"LINC00707"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_324.txt"	"hipciof_gene_complete_25706537_324.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"natural killer cell"	"IFIT1"	"gene expression"	"up"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"13"	"324"	"IFIT1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_324.txt"	"hipciof_gene_complete_25706537_324.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"natural killer cell"	"TPH1"	"gene expression"	"up"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"13"	"324"	"TPH1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_324.txt"	"hipciof_gene_complete_25706537_324.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"natural killer cell"	"SLC2A14"	"gene expression"	"up"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"13"	"324"	"SLC2A14"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_324.txt"	"hipciof_gene_complete_25706537_324.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"natural killer cell"	"NPIPB11"	"gene expression"	"up"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"13"	"324"	"NPIPB11"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_324.txt"	"hipciof_gene_complete_25706537_324.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"natural killer cell"	"ARL17A"	"gene expression"	"up"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"13"	"324"	"ARL17A"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_324.txt"	"hipciof_gene_complete_25706537_324.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"natural killer cell"	"PSMA8"	"gene expression"	"up"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"13"	"324"	"PSMA8"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_324.txt"	"hipciof_gene_complete_25706537_324.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"natural killer cell"	"IGLV5-52"	"gene expression"	"up"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"13"	"324"	"IGLV5-52"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_324.txt"	"hipciof_gene_complete_25706537_324.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"natural killer cell"	"LINC00623"	"gene expression"	"up"	"none"	"3"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"3d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"14"	"325"	"LINC00623"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_325.txt"	"hipciof_gene_complete_25706537_325.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"natural killer cell"	"HNRNPU"	"gene expression"	"up"	"none"	"3"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"3d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"14"	"325"	"HNRNPU-AS1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_325.txt"	"hipciof_gene_complete_25706537_325.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"natural killer cell"	"ALKAL2"	"gene expression"	"up"	"none"	"3"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"3d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"14"	"325"	"FAM150B"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_325.txt"	"hipciof_gene_complete_25706537_325.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"natural killer cell"	"CLHC1"	"gene expression"	"up"	"none"	"3"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"3d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"14"	"325"	"CLHC1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_325.txt"	"hipciof_gene_complete_25706537_325.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"natural killer cell"	"C1D"	"gene expression"	"up"	"none"	"3"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"3d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"adults"	""	""	""	"14"	"325"	"C1D"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_325.txt"	"hipciof_gene_complete_25706537_325.txt"
