name	id	definition	comment	broad	exact	related
spinal accessory motor neuron	CL_0000741	A motor neuron that is located in the cervical region of the spinal cord and selectively innervates the sternocleidmastoid or trapezius muscle. Unlike other motor neurons, they extend axons dorsally along lateral margins of the spinal cord.			SACMN	
periarticular chondrocyte	CL_0000742	A round chondrocyte that first differentiates in the late embryonic growth plate of bone.				
hypertrophic chondrocyte	CL_0000743	Chondrocyte that is terminally differentiated, produces type X collagen, is large in size, and often associated with the replacement of cartilage by bone (endochondral ossification).	is hypertrophic pathological or normal? and can it be described using a pato term?			
columnar chondrocyte	CL_0000744	A columnar chondrocyte that differentiates in the late embryonic growth plate of bone. Columnar chondrocytes vigorously proliferate and form columns in the growth plate.				
retina horizontal cell	CL_0000745	A neuron that laterally connects other neurons in the inner nuclear layer of the retina.			horizontal cell	
cardiac muscle cell	CL_0000746	Cardiac muscle cells are striated muscle cells that are responsible for heart contraction. In mammals, the contractile fiber resembles those of skeletal muscle but are only one third as large in diameter, are richer in sarcoplasm, and contain centrally located instead of peripheral nuclei.	This class encompasses the muscle cells responsible for heart* contraction in both vertebrates and arthropods.  The ultrastucture of a wide range of arthropod heart cells has been examined including spiders, horseshoe crabs, crustaceans (see Sherman, 1973 and refs therein) and insects (see Lehmacher et al (2012) and refs therein).  According to these refs, the cells participating in heart contraction in all cases are transversely striated.  Insects hearts additionally contain ostial cells, also transversely striated muscle cells, but which do not participate in heart contraction.	cardiocyte	cardiomyocyte|cardiac muscle fiber|cardiac myocyte|heart muscle cell	
cyanophore	CL_0000747	A pigment cell derived from the neural crest. Contains blue pigment of unknown chemical composition in fibrous organelles termed cyanosomes. This gives a blue appearance.				blue chromatophore
retinal bipolar neuron	CL_0000748	A bipolar neuron found in the retina and having connections with photoreceptors cells and neurons in the inner plexiform layer.				
ON-bipolar cell	CL_0000749	A bipolar neuron found in the retina and having connections with photoreceptors cells and neurons in the inner half of the inner plexiform layer. These cells depolarize in response to light stimulation of their corresponding photoreceptors.				
OFF-bipolar cell	CL_0000750	A bipolar neuron found in the retina and having connections with photoreceptors cells and neurons in the outer half of the inner plexiform layer. These cells hyperpolarize in response to light stimulation of their corresponding photoreceptors.				
rod bipolar cell	CL_0000751	A bipolar neuron found in the retina and having connections with rod photoreceptor cells and neurons in the inner plexiform layer.				
cone retinal bipolar cell	CL_0000752	A bipolar neuron found in the retina and having connections with cone photoreceptor cells and neurons in the inner plexiform layer.				
type 1 cone bipolar cell (sensu Mus)	CL_0000753	An OFF-bipolar neuron found in the retina and having connections with cone photoreceptors cells and neurons in the outer half of the inner plexiform layer. The cell body of these cells is in the middle of the inner plexiform layer. The dendritic tree is stout and the axon terminates in sublamina 1. The axonal terminal is wide and has only a few varicosities.			DB1 cone bipolar cell	
type 2 cone bipolar cell (sensu Mus)	CL_0000754	An OFF-bipolar neuron found in the retina and having connections with cone photoreceptors cells and neurons in the outer half of the inner plexiform layer. The dendritic tree is not well filled and the dendrites are more delicate than in type 1 cells. The axon terminal is bushier and exhibits a dense plexus of varicosities in the inner part of sublamina 1.			FMB cone bipolar cell	
type 3 cone bipolar cell (sensu Mus)	CL_0000755	An OFF-bipolar neuron found in the retina and having connections with cone photoreceptors cells and neurons in the outer half of the inner plexiform layer. The dendritic tree is delicate and the dendritic tips appear small when compared with type 1 cells. The axon terminal is stratified and restricted to sublamina 2 of the inner plexiform layer.			DB2 cone bipolar cell	
type 4 cone bipolar cell (sensu Mus)	CL_0000756	An OFF-bipolar neuron found in the retina and having connections with cone photoreceptors cells and neurons in the outer half of the inner plexiform layer. The cell has a diffuse axon terminal with varicosities in sublaminae 1 and 2 of the inner plexiform layer.			DB3 cone bipolar cell	
type 5 cone bipolar cell (sensu Mus)	CL_0000757	An ON-bipolar neuron found in the retina and having connections with cone photoreceptors cells and neurons in the inner half of the inner plexiform layer. The axon terminal is restricted to sublamina 3 of the inner plexiform layer. It is narrowly stratified and branched. The dendritic tree has many delicate branches.			DB4 cone bipolar cell	
type 6 cone bipolar cell (sensu Mus)	CL_0000758	An ON-bipolar neuron found in the retina and having connections with cone photoreceptors cells and neurons in the inner half of the inner plexiform layer. The cell has a loose, delicate axon terminal that opens in sublamina 3 of the inner plexiform layer and descends into sublamina 4.			DB5 cone bipolar cell	
type 7 cone bipolar cell (sensu Mus)	CL_0000759	An ON-bipolar neuron found in the retina and having connections with cone photoreceptors cells and neurons in the inner half of the inner plexiform layer. The axon terminal is narrowly stratified and are found just below a calretinin-expressing band in sublamina 4 of the inner plexiform layer.			IMB cone bipolar cell	
type 8 cone bipolar cell (sensu Mus)	CL_0000760	An ON-bipolar neuron found in the retina and having connections with cone photoreceptors cells and neurons in the inner half of the inner plexiform layer. This cell has the widest dendritic field and the widest axon terminal of all retinal bipolar cells. The axon terminal is delicate and stratified through sublaminae 4 and 5 of the inner plexiform layer.			DB6 cone bipolar cell	
type 9 cone bipolar cell (sensu Mus)	CL_0000761	An ON-bipolar neuron found in the retina and having connections with cone photoreceptors cells and neurons in the inner half of the inner plexiform layer. The dendritic tree is wide and the dendritic convergence indicates cone selectivity. The axon terminal is sparsely branched and terminates in sublamina 5 of the inner plexiform layer.			BB cone bipolar cell	
nucleated thrombocyte	CL_0000762	A nucleated blood cell involved in coagulation, typically seen in birds and other non-mammalian vertebrates.	Note that this is a non-mammalian cell type. Use platelet ; CL:0000233 for thrombocytes (platelets) in mammals.			
myeloid cell	CL_0000763	A cell of the monocyte, granulocyte, mast cell, megakaryocyte, or erythroid lineage.				
erythroid lineage cell	CL_0000764	A immature or mature cell in the lineage leading to and including erythrocytes.	Note that in FMA erythropoietic cells are types of nucleated erythrocytes and thus don't include erythrocytes.		erythropoietic cell	
erythroblast	CL_0000765	A nucleated precursor of an erythrocyte that lacks hematopoietic lineage markers.			normoblast	
myeloid leukocyte	CL_0000766	A cell of the monocyte, granulocyte, or mast cell lineage.				
basophil	CL_0000767	Any of the immature or mature forms of a granular leukocyte that in its mature form has an irregularly shaped, pale-staining nucleus that is partially constricted into two lobes, and with cytoplasm that contains coarse, bluish-black granules of variable size. Basophils contain vasoactive amines such as histamine and serotonin, which are released on appropriate stimulation. A basophil is CD123-positive, CD193-positive, CD203c-positive, and FceRIa-positive.	Matures in the bone marrow and account for <1% of leukocytes in the peripheral blood, spleen, and bone marrow. Basophils are described as being CD11a-positive, CD11b-positive, CD13-positive, CD15-positive, CD18-positive, CD21-positive, CD25-positive, CD29-positive, CD35-positive, CD40-positive, CD40L-positive, CD44-positive, CD45R-negative, CD46-positive, CD49a-positive, CD49b-positive, CD49d-positive, CD55-positive, CD59-positive, CD62L-positive, CD63-positive, CD69-positive, CD90-negative, CD116-positive, CD117-negative, CD124-positive, CD125-positive, CD131-positive, CD161-positive, CD184-positive, CD191-positive, CD192-positive, CD197-positive, CD200R3-positive, CD218-positive, CD282-positive, CD284-positive, CD289-positive, CD290-positive, CD294-positive, natural killer cell receptor 2B4-positive, smad1-positive, CD3-negative, CD4-negative, CD7-negative, CD8-negative, CD14-negative, CD15-negative, CD16-negative, CD19-negative, CD20-negative, CD34-negative, CD36-negative, CD45R-negative, CD56-negative, CD57-negative, CD235a-negative, and GR1-negative. Transcription factors- GATA1-positive, PU.1-positive.	polymorphonuclear leucocyte|polymorphonuclear leukocyte	basophilic leucocyte|basophilic leukocyte	
